@relation ActivityClassification

@attribute acc_z numeric
@attribute acc_y numeric
@attribute acc_x numeric
@attribute class { not_legslide, legslide}

@data
2.31,-1.88,-3.00,legslide
3.19,5.44,-4.62,legslide
3.62,-3.88,1.00,legslide
3.06,-3.62,-3.38,legslide
3.94,4.12,-2.25,legslide
3.88,0.25,-3.06,legslide
4.25,-3.81,-0.38,legslide
3.94,0.00,-3.12,legslide
3.31,3.19,-2.31,legslide
3.75,-3.56,-2.12,legslide
4.00,4.38,-1.50,legslide
3.25,4.38,-1.50,legslide
3.69,-2.75,-1.12,legslide
3.31,-2.75,-1.12,legslide
3.44,3.06,-2.88,legslide
3.25,0.69,-3.12,legslide
3.12,-5.19,-0.56,legslide
3.38,2.06,-3.31,legslide
3.38,2.94,-3.06,legslide
3.56,-4.81,-1.00,legslide
4.88,-0.62,-3.62,legslide
3.44,6.44,-1.38,legslide
3.56,-2.69,-2.75,legslide
4.31,-4.94,-2.38,legslide
3.00,1.38,-3.12,legslide
3.81,3.38,-3.00,legslide
3.44,-4.00,-1.44,legslide
3.25,-1.88,-3.12,legslide
3.19,4.69,-1.81,legslide
2.88,-1.69,-2.19,legslide
3.38,-3.06,-1.88,legslide
3.19,3.75,-1.69,legslide
3.38,0.81,-3.56,legslide
2.50,-5.06,-0.62,legslide
3.38,0.50,-3.88,legslide
3.56,3.56,-3.00,legslide
3.12,-4.81,-1.00,legslide
3.94,-1.56,-3.75,legslide
3.94,4.06,-0.94,legslide
4.38,-3.31,0.25,legslide
3.62,-2.62,-1.88,legslide
3.75,-1.62,-2.50,legslide
4.31,-1.62,-2.50,legslide
3.50,-3.19,-0.50,legslide
3.12,2.19,-2.12,legslide
3.88,0.00,-2.94,legslide
3.44,-3.81,1.06,legslide
4.12,0.00,-3.25,legslide
3.44,2.69,-2.19,legslide
3.38,-3.19,-0.94,legslide
4.00,-2.88,-1.50,legslide
3.62,4.00,-2.12,legslide
3.69,-2.00,-2.00,legslide
3.75,-2.75,-1.06,legslide
3.94,2.31,-2.69,legslide
4.88,-0.56,-2.94,legslide
3.88,-3.00,0.31,legslide
3.31,0.94,-2.56,legslide
4.06,0.31,-3.12,legslide
3.69,-3.88,1.12,legslide
3.88,0.25,-3.19,legslide
4.06,1.06,-3.06,legslide
3.06,-4.06,0.62,legslide
3.94,-1.38,-2.50,legslide
3.00,4.00,-3.00,legslide
3.62,-2.75,-1.81,legslide
3.12,-2.88,-1.94,legslide
3.25,3.06,-3.19,legslide
2.62,-1.88,-3.31,legslide
3.94,-1.50,0.19,legslide
3.75,3.69,-1.38,legslide
3.38,0.44,-3.81,legslide
3.31,-5.00,-0.44,legslide
4.12,0.75,-3.31,legslide
3.88,4.31,-1.00,legslide
3.69,-2.62,-1.75,legslide
4.06,3.94,-1.00,legslide
3.38,3.94,-1.00,legslide
3.94,-0.38,-3.12,legslide
3.50,-3.00,-0.62,legslide
3.44,2.94,-1.94,legslide
3.69,1.44,-2.44,legslide
3.56,-6.25,-1.88,legslide
4.12,-7.62,0.12,legslide
4.12,-5.62,0.50,legslide
3.44,-6.88,-0.81,legslide
3.50,-3.62,-1.69,legslide
4.25,-1.81,-3.31,legslide
3.31,-2.62,-3.31,legslide
3.69,-2.38,-2.44,legslide
3.44,-4.94,-1.75,legslide
3.06,-4.88,-2.00,legslide
4.00,-5.19,-2.12,legslide
4.06,-4.38,-2.06,legslide
3.88,-4.88,-1.38,legslide
4.12,-4.94,-1.94,legslide
3.06,-7.25,-1.75,legslide
3.75,-7.31,-2.31,legslide
3.31,-6.62,-1.94,legslide
4.31,-5.12,-2.00,legslide
4.00,-3.50,-3.12,legslide
3.75,-3.12,-3.25,legslide
3.69,-1.94,-3.50,legslide
5.06,-3.12,-4.00,legslide
4.31,-3.19,-3.06,legslide
3.88,-3.88,-2.69,legslide
3.81,-3.88,-2.00,legslide
3.50,-1.12,-3.19,legslide
4.12,-1.12,-3.19,legslide
3.81,-1.25,-3.75,legslide
3.69,-0.75,-3.38,legslide
3.94,0.88,-2.69,legslide
3.25,3.44,-3.12,legslide
3.94,3.81,-1.56,legslide
3.94,3.81,-1.56,legslide
3.94,3.81,-1.56,legslide
4.00,1.69,0.00,legslide
4.06,-0.31,0.25,legslide
4.00,-0.25,0.06,legslide
4.00,-0.25,0.00,legslide
4.12,-0.31,-0.06,legslide
4.12,-0.31,-0.06,legslide
4.12,-0.31,-0.06,legslide
4.00,-0.19,0.00,legslide
3.94,-0.31,0.00,legslide
1.75,0.19,-3.50,not_legslide
0.56,0.19,-3.56,not_legslide
1.69,1.44,-1.19,not_legslide
1.31,0.44,-5.44,not_legslide
1.12,0.19,-3.88,not_legslide
1.31,0.06,-3.88,not_legslide
0.94,1.69,-1.94,not_legslide
1.06,-0.69,-5.06,not_legslide
2.06,1.75,-1.12,not_legslide
1.06,0.81,-4.69,not_legslide
4.12,0.44,-2.81,not_legslide
1.06,-0.56,-8.00,not_legslide
0.62,1.00,-2.38,not_legslide
1.81,2.00,-1.38,not_legslide
1.31,0.88,-4.12,not_legslide
0.69,0.12,-1.06,not_legslide
0.94,0.12,-1.06,not_legslide
0.12,0.50,-2.94,not_legslide
1.38,2.00,-0.56,not_legslide
1.94,1.00,-2.19,not_legslide
2.88,0.31,-5.75,not_legslide
4.06,0.31,-5.50,not_legslide
1.88,-2.19,-8.00,not_legslide
0.75,0.38,-4.19,not_legslide
3.69,0.94,-2.62,not_legslide
2.25,-0.12,-1.75,not_legslide
1.25,0.06,-3.12,not_legslide
2.12,0.75,-2.56,not_legslide
2.94,0.38,-5.00,not_legslide
3.25,0.12,-6.62,not_legslide
0.94,0.44,-5.19,not_legslide
7.12,0.38,-1.06,not_legslide
1.75,0.69,-8.00,not_legslide
1.44,0.56,-2.75,not_legslide
1.56,1.56,-1.62,not_legslide
0.94,0.19,-3.25,not_legslide
1.31,0.88,-3.56,not_legslide
4.69,0.38,-2.19,not_legslide
1.81,0.00,-8.00,not_legslide
1.25,1.19,-1.81,not_legslide
1.00,0.19,-3.62,not_legslide
0.88,0.94,-2.06,not_legslide
1.00,0.94,-2.25,not_legslide
1.94,0.00,-5.00,not_legslide
1.88,0.94,-2.25,not_legslide
0.94,0.00,-5.00,not_legslide
0.94,0.88,-3.88,not_legslide
1.19,1.56,-1.44,not_legslide
2.19,1.12,-2.12,not_legslide
2.69,0.56,-3.94,not_legslide
1.31,0.12,-6.94,not_legslide
0.94,0.81,-3.56,not_legslide
1.00,1.56,-1.69,not_legslide
3.50,0.88,-2.56,not_legslide
1.62,-1.31,-8.00,not_legslide
1.62,1.06,-3.06,not_legslide
1.88,1.00,-1.88,not_legslide
3.00,0.50,-3.31,not_legslide
3.00,0.50,-3.31,not_legslide
3.00,0.50,-3.31,not_legslide
3.12,0.06,-3.12,not_legslide
3.12,0.06,-3.12,not_legslide
1.62,0.06,-7.00,not_legslide
1.38,0.94,-3.31,not_legslide
1.00,1.00,-2.62,not_legslide
1.25,1.69,-1.12,not_legslide
1.69,1.25,-2.56,not_legslide
1.19,1.62,-1.50,not_legslide
2.12,0.75,-4.12,not_legslide
1.62,0.38,-6.56,not_legslide
1.19,0.69,-4.25,not_legslide
1.06,1.00,-2.75,not_legslide
1.25,1.56,-1.31,not_legslide
1.94,1.19,-2.94,not_legslide
1.19,0.56,-5.94,not_legslide
1.19,0.56,-4.69,not_legslide
0.94,1.12,-3.19,not_legslide
0.88,1.69,-1.62,not_legslide
1.62,1.56,-1.62,not_legslide
1.44,0.69,-4.81,not_legslide
1.06,0.69,-4.81,not_legslide
1.25,1.25,-2.50,not_legslide
1.56,1.62,-1.75,not_legslide
1.88,0.81,-3.69,not_legslide
1.44,0.38,-6.00,not_legslide
1.06,0.31,-5.12,not_legslide
0.81,1.06,-2.62,not_legslide
1.19,1.38,-2.19,not_legslide
2.12,0.25,-4.44,not_legslide
1.50,0.00,-6.94,not_legslide
0.94,0.81,-3.75,not_legslide
1.06,1.69,-1.50,not_legslide
1.88,1.44,-1.44,not_legslide
2.06,0.62,-3.94,not_legslide
1.81,0.25,-7.06,not_legslide
0.94,0.81,-4.00,not_legslide
1.06,1.50,-1.56,not_legslide
1.06,1.00,-2.50,not_legslide
1.06,-0.19,-6.38,not_legslide
1.06,-0.19,-6.38,not_legslide
2.12,1.06,-2.75,not_legslide
2.12,1.06,-2.75,not_legslide
1.19,0.62,-3.38,not_legslide
